Stock Name,Price,Country,Sector,Market Cap,Debt Status,Last 6 Months Return (%),Last 1 Year Return (%)
Stock_2592,240.99,India,Consumer Goods,Small Cap,Debt Free,11.07,61.8
Stock_2593,2914.96,Japan,Finance,Small Cap,Debt,36.4,55.79
Stock_2594,3955.35,China,Healthcare,Small Cap,Debt,-13.61,82.16
Stock_2595,4557.94,USA,Technology,Mid Cap,Debt,1.58,21.79
Stock_2596,1833.28,China,Healthcare,Mid Cap,Debt,35.92,-17.74
Stock_2597,1438.02,India,Technology,Mid Cap,Debt,19.75,87.66
Stock_2598,4477.42,Japan,Healthcare,Mid Cap,Debt Free,23.67,46.54
Stock_2599,4506.35,Japan,Technology,Small Cap,Debt,6.43,-18.57
Stock_2600,177.44,China,Energy,Mid Cap,Debt,38.32,-33.43
Stock_2601,4863.41,USA,Finance,Large Cap,Debt,25.6,69.52
Stock_2602,3288.17,India,Technology,Mid Cap,Debt,30.36,1.17
Stock_2603,1991.32,USA,Healthcare,Mid Cap,Debt Free,49.93,63.86
Stock_2604,2395.34,Japan,Technology,Mid Cap,Debt,18.13,-37.06
Stock_2605,3967.84,Japan,Healthcare,Mid Cap,Debt,28.33,67.13
Stock_2606,1770.81,India,Consumer Goods,Small Cap,Debt Free,6.3,53.52
Stock_2607,4596.59,India,Technology,Mid Cap,Debt Free,23.85,-39.18
Stock_2608,284.03,India,Technology,Large Cap,Debt,-21.27,-16.8
Stock_2609,2392.16,China,Technology,Mid Cap,Debt,12.0,3.64
Stock_2610,4773.39,USA,Technology,Mid Cap,Debt,45.8,-8.25
Stock_2611,3057.36,Japan,Finance,Small Cap,Debt,-21.39,-3.71
Stock_2612,3725.78,Japan,Technology,Mid Cap,Debt,-24.12,86.0
Stock_2613,2056.04,India,Technology,Mid Cap,Debt,-17.62,-20.95
Stock_2614,1196.79,USA,Consumer Goods,Mid Cap,Debt,6.59,29.62
Stock_2615,4726.28,China,Technology,Large Cap,Debt Free,-13.53,-25.41
Stock_2616,618.11,India,Technology,Small Cap,Debt,4.97,28.56
Stock_2617,2928.75,USA,Healthcare,Mid Cap,Debt,36.55,-0.11
Stock_2618,4272.76,Japan,Healthcare,Mid Cap,Debt,4.07,69.41
Stock_2619,3268.03,Japan,Healthcare,Mid Cap,Debt,42.19,3.02
Stock_2620,1971.43,India,Technology,Mid Cap,Debt,-5.62,38.73
Stock_2621,2987.02,China,Consumer Goods,Large Cap,Debt,12.28,33.68
Stock_2622,303.14,USA,Energy,Large Cap,Debt Free,-2.18,83.11
Stock_2623,2424.78,China,Technology,Small Cap,Debt Free,7.71,67.48
Stock_2624,4045.42,India,Healthcare,Small Cap,Debt Free,12.98,-31.74
Stock_2625,3508.12,USA,Technology,Mid Cap,Debt Free,33.13,58.68
Stock_2626,3364.05,India,Technology,Large Cap,Debt,40.71,-32.82
Stock_2627,2247.09,USA,Technology,Mid Cap,Debt Free,33.56,37.53
Stock_2628,2751.25,India,Technology,Small Cap,Debt,-16.61,-35.11
Stock_2629,1286.23,India,Technology,Mid Cap,Debt,32.47,32.79
Stock_2630,3348.27,India,Finance,Large Cap,Debt,38.13,57.61
Stock_2631,2622.06,USA,Technology,Mid Cap,Debt,-6.96,7.57
Stock_2632,1182.48,India,Healthcare,Mid Cap,Debt,26.1,-9.65
Stock_2633,3384.58,India,Finance,Mid Cap,Debt,4.55,-46.1
Stock_2634,2320.99,Japan,Finance,Small Cap,Debt,18.68,-38.51
Stock_2635,1841.3,India,Technology,Mid Cap,Debt Free,17.48,-14.31
Stock_2636,3384.54,Japan,Energy,Small Cap,Debt,-21.32,73.32
Stock_2637,1470.2,Japan,Technology,Mid Cap,Debt,35.39,-46.47
Stock_2638,2735.84,Japan,Consumer Goods,Small Cap,Debt,43.49,20.03
Stock_2639,1449.12,China,Technology,Mid Cap,Debt,7.44,23.99
Stock_2640,4857.66,India,Technology,Large Cap,Debt,40.33,-5.71
Stock_2641,3638.16,India,Technology,Mid Cap,Debt,-10.07,-2.41
Stock_2642,1677.08,USA,Technology,Large Cap,Debt,20.86,95.69
Stock_2643,1868.37,India,Technology,Mid Cap,Debt Free,-18.68,82.66
Stock_2644,3719.78,India,Consumer Goods,Mid Cap,Debt Free,9.88,-7.86
Stock_2645,2600.11,Japan,Healthcare,Large Cap,Debt,26.37,77.83
Stock_2646,4791.68,China,Technology,Large Cap,Debt,13.97,68.42
Stock_2647,2858.4,India,Consumer Goods,Small Cap,Debt Free,-20.78,4.21
Stock_2648,2326.03,India,Energy,Small Cap,Debt,37.31,48.79
Stock_2649,237.56,Japan,Consumer Goods,Large Cap,Debt,-28.22,-28.21
Stock_2650,746.82,India,Energy,Large Cap,Debt Free,19.14,22.83
Stock_2651,1395.31,USA,Finance,Small Cap,Debt Free,20.51,2.3
Stock_2652,4662.89,India,Consumer Goods,Small Cap,Debt,41.83,-21.17
Stock_2653,2708.62,India,Finance,Mid Cap,Debt,8.26,59.97
Stock_2654,2631.89,Japan,Healthcare,Mid Cap,Debt Free,-19.74,55.97
Stock_2655,1857.96,USA,Technology,Small Cap,Debt,6.33,53.87
Stock_2656,4995.16,China,Technology,Mid Cap,Debt,-8.72,21.37
Stock_2657,4094.25,Japan,Energy,Small Cap,Debt Free,9.34,81.4
Stock_2658,642.72,Japan,Finance,Large Cap,Debt,-1.54,87.03
Stock_2659,3951.15,Japan,Technology,Mid Cap,Debt,15.08,41.83
Stock_2660,2466.35,China,Technology,Small Cap,Debt,36.0,6.53
Stock_2661,468.63,China,Technology,Large Cap,Debt,26.29,9.36
Stock_2662,1238.93,USA,Healthcare,Small Cap,Debt Free,5.6,35.11
Stock_2663,2777.91,Japan,Healthcare,Small Cap,Debt,9.99,-26.05
Stock_2664,3338.37,India,Healthcare,Mid Cap,Debt Free,38.52,-31.51
Stock_2665,2431.11,India,Consumer Goods,Mid Cap,Debt,17.29,-24.05
Stock_2666,628.33,Japan,Consumer Goods,Large Cap,Debt,20.97,-30.78
Stock_2667,717.76,India,Technology,Small Cap,Debt,47.4,73.22
Stock_2668,1829.99,Japan,Consumer Goods,Mid Cap,Debt,-9.95,64.6
Stock_2669,1208.5,USA,Technology,Mid Cap,Debt,-17.16,23.09
Stock_2670,1312.2,India,Energy,Mid Cap,Debt Free,0.83,-26.19
Stock_2671,2508.36,India,Healthcare,Mid Cap,Debt Free,1.23,-21.38
Stock_2672,3723.36,Japan,Finance,Large Cap,Debt Free,31.17,40.69
Stock_2673,1867.92,USA,Technology,Small Cap,Debt,45.98,-29.64
Stock_2674,3563.06,Japan,Finance,Small Cap,Debt,18.66,10.15
Stock_2675,830.75,USA,Consumer Goods,Large Cap,Debt,-19.06,42.76
Stock_2676,4403.34,China,Technology,Mid Cap,Debt,-17.86,-38.7
Stock_2677,323.39,China,Consumer Goods,Mid Cap,Debt Free,-13.75,98.72
Stock_2678,2837.61,USA,Healthcare,Small Cap,Debt,9.91,-34.09
Stock_2679,4528.88,China,Technology,Mid Cap,Debt,37.16,39.23
Stock_2680,3030.21,China,Consumer Goods,Small Cap,Debt Free,41.24,64.86
Stock_2681,2009.64,India,Consumer Goods,Mid Cap,Debt,19.91,89.58
Stock_2682,2605.18,Japan,Healthcare,Mid Cap,Debt Free,19.58,56.03
Stock_2683,3169.98,India,Technology,Mid Cap,Debt,38.4,54.03
Stock_2684,1743.07,India,Finance,Small Cap,Debt,-15.77,-38.28
Stock_2685,1938.75,India,Healthcare,Mid Cap,Debt,33.17,-14.15
Stock_2686,4938.67,India,Technology,Small Cap,Debt,11.8,38.72
Stock_2687,4587.76,India,Technology,Mid Cap,Debt,-27.97,24.13
Stock_2688,1456.71,India,Healthcare,Small Cap,Debt Free,-29.89,-37.92
Stock_2689,3326.87,USA,Technology,Mid Cap,Debt Free,34.51,-45.18
Stock_2690,502.7,India,Energy,Mid Cap,Debt,-9.11,49.31
Stock_2691,2996.54,Japan,Consumer Goods,Small Cap,Debt,-4.17,-7.63
Stock_2692,1266.16,USA,Consumer Goods,Mid Cap,Debt,-25.12,16.39
Stock_2693,460.96,Japan,Technology,Small Cap,Debt,42.39,-33.58
Stock_2694,271.11,China,Finance,Mid Cap,Debt,42.88,22.98
Stock_2695,2422.98,Japan,Technology,Large Cap,Debt,-20.14,-1.56
Stock_2696,2384.0,China,Energy,Mid Cap,Debt,24.77,89.6
Stock_2697,3909.83,USA,Technology,Mid Cap,Debt Free,8.93,-1.81
Stock_2698,857.93,Japan,Consumer Goods,Large Cap,Debt Free,27.99,5.98
Stock_2699,4438.59,India,Technology,Mid Cap,Debt Free,29.68,10.64
Stock_2700,4458.43,Japan,Energy,Large Cap,Debt,-18.15,48.02
Stock_2701,3691.57,USA,Consumer Goods,Large Cap,Debt,-24.79,97.61
Stock_2702,4782.66,USA,Energy,Large Cap,Debt,36.16,-24.16
Stock_2703,1185.89,India,Finance,Small Cap,Debt,-6.83,86.33
Stock_2704,3125.18,India,Consumer Goods,Small Cap,Debt Free,-6.29,68.62
Stock_2705,1533.06,USA,Technology,Large Cap,Debt,19.93,15.56
Stock_2706,3888.61,USA,Technology,Mid Cap,Debt,15.81,-36.28
Stock_2707,768.31,India,Healthcare,Mid Cap,Debt,28.36,70.72
Stock_2708,4646.06,USA,Healthcare,Mid Cap,Debt,34.02,15.92
Stock_2709,4130.69,China,Consumer Goods,Mid Cap,Debt,-6.17,67.07
Stock_2710,3799.36,China,Finance,Mid Cap,Debt Free,-21.17,16.03
Stock_2711,1960.99,USA,Consumer Goods,Small Cap,Debt,30.71,-1.63
Stock_2712,991.45,Japan,Technology,Mid Cap,Debt,10.72,55.34
Stock_2713,1180.12,India,Consumer Goods,Mid Cap,Debt,-9.56,94.73
Stock_2714,4096.29,China,Consumer Goods,Mid Cap,Debt,-28.67,-31.69
Stock_2715,1970.24,USA,Healthcare,Mid Cap,Debt,-27.04,45.38
Stock_2716,1017.71,India,Finance,Large Cap,Debt Free,-22.29,-16.1
Stock_2717,3768.17,Japan,Finance,Mid Cap,Debt,-25.28,27.51
Stock_2718,2158.97,China,Finance,Large Cap,Debt,-29.64,-0.7
Stock_2719,4583.86,India,Technology,Small Cap,Debt,-18.12,62.01
Stock_2720,2708.67,USA,Energy,Small Cap,Debt Free,9.46,-1.74
Stock_2721,1447.42,India,Energy,Mid Cap,Debt,28.44,85.49
Stock_2722,282.6,Japan,Technology,Mid Cap,Debt,42.46,27.47
Stock_2723,3712.43,China,Healthcare,Small Cap,Debt,-19.84,23.9
Stock_2724,1059.65,India,Technology,Large Cap,Debt Free,21.76,-29.31
Stock_2725,2033.56,India,Healthcare,Small Cap,Debt,34.56,52.96
Stock_2726,3729.33,China,Technology,Small Cap,Debt Free,22.74,-2.23
Stock_2727,1958.1,China,Finance,Small Cap,Debt,13.45,78.43
Stock_2728,513.33,India,Energy,Mid Cap,Debt Free,7.45,25.48
Stock_2729,1219.39,USA,Technology,Mid Cap,Debt Free,-29.95,77.18
Stock_2730,1205.89,Japan,Technology,Mid Cap,Debt Free,36.67,68.14
Stock_2731,449.17,India,Consumer Goods,Large Cap,Debt,12.41,86.12
Stock_2732,2113.53,USA,Healthcare,Mid Cap,Debt,1.06,-22.09
Stock_2733,1212.38,Japan,Technology,Mid Cap,Debt Free,24.69,-49.3
Stock_2734,2978.27,USA,Technology,Mid Cap,Debt,36.43,58.32
Stock_2735,4075.62,India,Technology,Large Cap,Debt,48.71,35.93
Stock_2736,164.24,India,Technology,Large Cap,Debt Free,26.98,6.19
Stock_2737,509.57,India,Consumer Goods,Small Cap,Debt,40.69,21.62
Stock_2738,3731.94,India,Consumer Goods,Large Cap,Debt Free,12.39,3.88
Stock_2739,2644.76,Japan,Healthcare,Large Cap,Debt,-17.28,38.6
Stock_2740,3651.37,Japan,Consumer Goods,Mid Cap,Debt,17.53,27.02
Stock_2741,3320.58,India,Consumer Goods,Large Cap,Debt,49.61,98.02
Stock_2742,3087.89,China,Technology,Mid Cap,Debt,36.61,-43.68
Stock_2743,3443.94,China,Consumer Goods,Large Cap,Debt Free,33.98,-16.87
Stock_2744,77.81,India,Technology,Small Cap,Debt,-13.8,87.76
Stock_2745,822.51,Japan,Healthcare,Mid Cap,Debt,-29.54,75.39
Stock_2746,1181.17,India,Consumer Goods,Mid Cap,Debt,36.73,20.6
Stock_2747,2269.31,Japan,Technology,Mid Cap,Debt,28.15,-44.88
Stock_2748,1459.28,USA,Finance,Large Cap,Debt Free,6.83,0.06
Stock_2749,1710.23,USA,Finance,Mid Cap,Debt,-6.81,-22.73
Stock_2750,627.22,India,Technology,Mid Cap,Debt Free,0.92,23.28
Stock_2751,1380.72,China,Technology,Large Cap,Debt Free,34.09,35.01
Stock_2752,2682.15,India,Finance,Mid Cap,Debt,5.4,16.18
Stock_2753,4803.23,India,Consumer Goods,Small Cap,Debt Free,3.97,62.29
Stock_2754,4499.59,India,Consumer Goods,Mid Cap,Debt,-25.08,68.04
Stock_2755,368.09,China,Technology,Mid Cap,Debt Free,-8.81,14.98
Stock_2756,73.82,Japan,Technology,Mid Cap,Debt,-25.88,87.12
Stock_2757,4256.36,China,Finance,Small Cap,Debt,32.4,20.38
Stock_2758,2913.9,Japan,Consumer Goods,Mid Cap,Debt Free,7.47,49.39
Stock_2759,1946.06,USA,Energy,Mid Cap,Debt,17.27,-33.06
Stock_2760,3996.42,China,Finance,Large Cap,Debt,-17.77,-23.21
Stock_2761,1075.96,China,Technology,Large Cap,Debt,34.45,15.14
Stock_2762,2617.58,USA,Technology,Mid Cap,Debt,36.31,-37.78
Stock_2763,634.43,India,Consumer Goods,Small Cap,Debt,20.37,35.71
Stock_2764,3892.22,China,Finance,Large Cap,Debt,4.94,20.48
Stock_2765,2882.96,India,Technology,Small Cap,Debt,-26.99,88.08
Stock_2766,2682.56,China,Consumer Goods,Mid Cap,Debt,27.75,60.77
Stock_2767,1647.29,USA,Finance,Mid Cap,Debt Free,10.21,36.96
Stock_2768,3793.05,Japan,Finance,Mid Cap,Debt,-2.97,78.28
Stock_2769,523.37,China,Technology,Small Cap,Debt,-5.26,-14.11
Stock_2770,3163.44,India,Technology,Large Cap,Debt,-5.28,-46.91
Stock_2771,2105.47,Japan,Energy,Small Cap,Debt,13.4,45.27
Stock_2772,229.9,USA,Finance,Small Cap,Debt,-11.59,35.16
Stock_2773,3588.33,China,Consumer Goods,Mid Cap,Debt,20.37,37.41
Stock_2774,2470.72,USA,Consumer Goods,Small Cap,Debt Free,21.91,58.15
Stock_2775,4433.14,China,Consumer Goods,Mid Cap,Debt Free,0.98,82.94
Stock_2776,2816.21,India,Finance,Small Cap,Debt Free,47.32,8.69
Stock_2777,2747.58,India,Healthcare,Large Cap,Debt,17.92,62.52
Stock_2778,820.86,Japan,Consumer Goods,Mid Cap,Debt,-24.7,44.46
Stock_2779,928.42,USA,Technology,Mid Cap,Debt,37.67,31.39
Stock_2780,1970.56,USA,Technology,Small Cap,Debt Free,-2.17,67.89
Stock_2781,3002.43,Japan,Finance,Small Cap,Debt,-9.57,-14.4
Stock_2782,331.04,India,Technology,Large Cap,Debt,28.05,72.86
Stock_2783,4264.79,India,Energy,Large Cap,Debt,-8.55,25.33
Stock_2784,4218.56,India,Healthcare,Small Cap,Debt,-24.16,16.06
Stock_2785,3012.97,Japan,Technology,Small Cap,Debt,23.26,53.91
Stock_2786,1836.71,USA,Technology,Large Cap,Debt Free,-19.01,52.83
Stock_2787,1908.72,USA,Energy,Mid Cap,Debt,-27.37,16.07
Stock_2788,4165.75,Japan,Energy,Mid Cap,Debt,4.23,98.72
Stock_2789,4244.81,Japan,Finance,Small Cap,Debt,22.31,-28.32
Stock_2790,839.76,Japan,Energy,Small Cap,Debt,-3.54,-35.48
Stock_2791,3468.82,India,Finance,Mid Cap,Debt,-5.66,75.89
Stock_2792,4702.81,India,Consumer Goods,Mid Cap,Debt,-15.56,20.4
Stock_2793,4990.11,Japan,Healthcare,Mid Cap,Debt,-20.75,-37.02
Stock_2794,2579.09,India,Healthcare,Mid Cap,Debt Free,11.35,87.14
Stock_2795,2985.86,Japan,Finance,Large Cap,Debt,3.2,43.13
Stock_2796,4698.14,India,Technology,Mid Cap,Debt Free,1.54,-15.07
Stock_2797,2077.02,USA,Consumer Goods,Mid Cap,Debt,19.83,90.82
Stock_2798,3742.09,China,Technology,Mid Cap,Debt,-0.48,-35.76
Stock_2799,2837.6,China,Consumer Goods,Large Cap,Debt,-16.61,-20.38
Stock_2800,3633.58,India,Consumer Goods,Large Cap,Debt Free,25.77,56.35
Stock_2801,2688.53,USA,Healthcare,Large Cap,Debt,10.93,-37.76
Stock_2802,4700.48,India,Consumer Goods,Small Cap,Debt,18.34,13.64
Stock_2803,1304.09,India,Consumer Goods,Large Cap,Debt,11.63,94.29
Stock_2804,3999.18,China,Technology,Small Cap,Debt Free,49.83,-42.01
Stock_2805,3049.76,China,Technology,Large Cap,Debt Free,-4.24,19.05
Stock_2806,1218.28,Japan,Technology,Mid Cap,Debt,26.03,-35.64
Stock_2807,2952.0,Japan,Consumer Goods,Mid Cap,Debt Free,-18.2,60.21
Stock_2808,2694.94,India,Healthcare,Large Cap,Debt,36.34,-19.25
Stock_2809,455.98,India,Finance,Large Cap,Debt,-18.01,70.72
Stock_2810,4724.61,India,Technology,Mid Cap,Debt,-3.56,64.82
Stock_2811,4763.02,Japan,Consumer Goods,Small Cap,Debt,45.99,-11.42
Stock_2812,3604.4,USA,Consumer Goods,Small Cap,Debt,46.22,-21.45
Stock_2813,3283.69,Japan,Technology,Small Cap,Debt Free,-27.78,75.38
Stock_2814,4811.42,China,Healthcare,Small Cap,Debt Free,37.5,-6.15
Stock_2815,778.7,India,Consumer Goods,Large Cap,Debt,49.63,78.56
Stock_2816,2551.88,India,Technology,Mid Cap,Debt,-7.96,12.16
Stock_2817,3767.1,USA,Technology,Small Cap,Debt,-18.95,78.58
Stock_2818,3493.38,India,Consumer Goods,Mid Cap,Debt,-27.24,84.93
Stock_2819,2381.19,India,Healthcare,Mid Cap,Debt,19.78,22.3
Stock_2820,1635.75,USA,Technology,Mid Cap,Debt Free,-12.86,-21.04
Stock_2821,4505.31,India,Finance,Small Cap,Debt,17.54,-21.58
Stock_2822,416.56,USA,Consumer Goods,Large Cap,Debt,19.12,-44.2
Stock_2823,3110.78,Japan,Healthcare,Mid Cap,Debt,-18.36,-38.36
Stock_2824,109.28,Japan,Energy,Small Cap,Debt,44.98,59.66
Stock_2825,196.33,India,Consumer Goods,Small Cap,Debt,23.59,27.71
Stock_2826,2293.89,India,Finance,Large Cap,Debt,-13.07,44.33
Stock_2827,556.72,China,Energy,Large Cap,Debt,6.95,-8.31
Stock_2828,1032.88,China,Consumer Goods,Large Cap,Debt Free,-21.31,-44.19
Stock_2829,1161.57,India,Healthcare,Small Cap,Debt,44.35,-10.16
Stock_2830,2453.96,USA,Consumer Goods,Large Cap,Debt Free,45.76,57.14
Stock_2831,4034.19,China,Technology,Large Cap,Debt,47.07,10.3
Stock_2832,2458.56,Japan,Technology,Small Cap,Debt Free,-23.81,31.63
Stock_2833,736.59,China,Consumer Goods,Mid Cap,Debt Free,38.01,86.02
Stock_2834,2440.08,India,Energy,Small Cap,Debt,-28.91,-2.53
Stock_2835,3642.32,USA,Consumer Goods,Mid Cap,Debt,-23.51,87.04
Stock_2836,3993.32,USA,Consumer Goods,Small Cap,Debt Free,-29.21,4.62
Stock_2837,877.89,India,Finance,Large Cap,Debt,10.54,14.41
Stock_2838,2652.12,Japan,Consumer Goods,Large Cap,Debt Free,40.53,8.12
Stock_2839,4573.46,Japan,Energy,Mid Cap,Debt,33.07,83.34
Stock_2840,3208.48,China,Finance,Large Cap,Debt Free,-25.93,87.63
Stock_2841,229.53,Japan,Energy,Mid Cap,Debt,-0.73,82.32
Stock_2842,739.78,India,Technology,Large Cap,Debt,1.71,75.21
Stock_2843,4026.99,India,Consumer Goods,Mid Cap,Debt,-23.5,89.75
Stock_2844,3791.82,India,Consumer Goods,Large Cap,Debt Free,47.05,63.02
Stock_2845,582.64,USA,Consumer Goods,Large Cap,Debt,-18.89,-48.71
Stock_2846,2604.47,India,Energy,Mid Cap,Debt,49.53,85.7
Stock_2847,3313.24,India,Consumer Goods,Small Cap,Debt Free,25.01,77.49
Stock_2848,182.61,China,Energy,Small Cap,Debt,-11.98,-36.56
Stock_2849,4507.9,Japan,Healthcare,Mid Cap,Debt,-29.56,69.69
Stock_2850,1939.93,India,Technology,Large Cap,Debt,14.42,-5.93
Stock_2851,3626.05,India,Healthcare,Small Cap,Debt,27.55,56.22
Stock_2852,361.85,India,Healthcare,Mid Cap,Debt,-1.23,11.38
Stock_2853,3882.62,India,Technology,Large Cap,Debt,0.42,-22.45
Stock_2854,982.43,India,Finance,Mid Cap,Debt Free,36.33,14.35
Stock_2855,3121.94,China,Technology,Large Cap,Debt Free,7.03,46.74
Stock_2856,3581.59,Japan,Technology,Large Cap,Debt,6.58,13.82
Stock_2857,1232.01,India,Healthcare,Small Cap,Debt Free,-14.81,-36.09
Stock_2858,2210.05,Japan,Energy,Mid Cap,Debt Free,23.16,14.69
Stock_2859,482.59,USA,Energy,Mid Cap,Debt,-20.55,76.8
Stock_2860,1226.63,India,Energy,Large Cap,Debt,-3.42,64.57
Stock_2861,3625.95,India,Healthcare,Mid Cap,Debt Free,38.88,22.72
Stock_2862,3035.88,Japan,Technology,Large Cap,Debt,-3.19,4.43
Stock_2863,3772.33,India,Consumer Goods,Mid Cap,Debt,-23.3,-21.28
Stock_2864,3659.37,India,Technology,Mid Cap,Debt,-8.12,-1.53
Stock_2865,1539.6,India,Healthcare,Large Cap,Debt Free,-18.84,-45.74
Stock_2866,4125.39,China,Technology,Large Cap,Debt,17.5,6.02
Stock_2867,4893.85,India,Healthcare,Small Cap,Debt,-18.12,-15.0
Stock_2868,1033.15,India,Consumer Goods,Small Cap,Debt,22.87,22.33
Stock_2869,3720.04,India,Finance,Mid Cap,Debt,19.75,-16.14
Stock_2870,595.4,USA,Consumer Goods,Small Cap,Debt,17.58,-4.62
Stock_2871,298.59,India,Healthcare,Large Cap,Debt Free,-1.43,-46.3
Stock_2872,2185.36,USA,Healthcare,Large Cap,Debt Free,-5.93,82.62
Stock_2873,1602.02,India,Energy,Small Cap,Debt,45.28,77.4
Stock_2874,1737.8,India,Consumer Goods,Small Cap,Debt Free,30.67,-23.3
Stock_2875,4044.84,India,Consumer Goods,Large Cap,Debt Free,6.21,44.23
Stock_2876,668.92,India,Consumer Goods,Mid Cap,Debt,-24.81,-47.25
Stock_2877,758.82,India,Healthcare,Mid Cap,Debt,16.99,19.56
Stock_2878,714.68,India,Healthcare,Mid Cap,Debt Free,16.35,-45.26
Stock_2879,2510.41,USA,Finance,Small Cap,Debt,22.99,-31.55
Stock_2880,1802.62,USA,Healthcare,Large Cap,Debt,1.48,18.72
Stock_2881,1365.62,India,Consumer Goods,Mid Cap,Debt Free,7.73,-33.9
Stock_2882,149.12,USA,Consumer Goods,Mid Cap,Debt Free,-13.71,62.8
Stock_2883,313.23,USA,Technology,Large Cap,Debt,33.52,-10.65
Stock_2884,3829.3,USA,Healthcare,Large Cap,Debt,-7.33,-33.27
Stock_2885,2016.36,Japan,Finance,Small Cap,Debt,28.6,23.62
Stock_2886,4058.36,China,Consumer Goods,Small Cap,Debt Free,-3.99,28.22
Stock_2887,526.08,USA,Technology,Mid Cap,Debt,19.27,58.41
Stock_2888,3673.0,USA,Technology,Large Cap,Debt,-22.57,-43.83
Stock_2889,2612.15,Japan,Technology,Large Cap,Debt Free,-9.43,53.79
Stock_2890,3435.89,Japan,Technology,Large Cap,Debt,28.76,0.04
Stock_2891,1627.1,Japan,Consumer Goods,Mid Cap,Debt,2.6,38.23
Stock_2892,4350.24,USA,Technology,Mid Cap,Debt,-20.09,94.46
Stock_2893,2338.39,Japan,Healthcare,Mid Cap,Debt Free,-14.34,-42.67
Stock_2894,2868.11,USA,Healthcare,Large Cap,Debt,-1.7,46.65
Stock_2895,678.77,Japan,Technology,Small Cap,Debt Free,41.27,70.54
Stock_2896,1431.26,USA,Healthcare,Mid Cap,Debt,-22.95,54.47
Stock_2897,4110.89,India,Healthcare,Mid Cap,Debt,32.69,-27.83
Stock_2898,3634.59,Japan,Healthcare,Mid Cap,Debt Free,-16.21,61.18
Stock_2899,3294.42,Japan,Technology,Small Cap,Debt Free,-9.25,79.56
Stock_2900,4330.06,USA,Technology,Mid Cap,Debt Free,-1.28,23.26
Stock_2901,2551.15,China,Consumer Goods,Mid Cap,Debt Free,15.35,-22.61
Stock_2902,228.11,Japan,Consumer Goods,Mid Cap,Debt,-3.4,-18.41
Stock_2903,2073.66,China,Energy,Large Cap,Debt,-8.69,19.81
Stock_2904,3157.13,Japan,Finance,Small Cap,Debt,-23.28,44.44
Stock_2905,4939.99,India,Finance,Mid Cap,Debt,40.99,-5.34
Stock_2906,4652.49,India,Healthcare,Large Cap,Debt,47.71,31.19
Stock_2907,2228.52,China,Technology,Mid Cap,Debt,-9.35,99.89
Stock_2908,2927.17,China,Technology,Large Cap,Debt,12.4,89.07
Stock_2909,2675.16,USA,Finance,Mid Cap,Debt Free,6.89,10.17
Stock_2910,3171.02,Japan,Technology,Mid Cap,Debt Free,27.46,-37.71
Stock_2911,2960.2,India,Healthcare,Mid Cap,Debt Free,4.48,24.19
Stock_2912,2397.44,Japan,Technology,Small Cap,Debt,42.82,46.49
Stock_2913,1156.62,India,Technology,Small Cap,Debt Free,-28.01,17.03
Stock_2914,857.05,Japan,Technology,Small Cap,Debt Free,23.91,86.38
Stock_2915,799.63,China,Consumer Goods,Mid Cap,Debt,-14.68,-16.96
Stock_2916,2941.18,USA,Healthcare,Mid Cap,Debt,-2.92,89.49
Stock_2917,1329.3,India,Technology,Small Cap,Debt,36.39,86.26
Stock_2918,1647.32,Japan,Finance,Large Cap,Debt,-20.22,37.65
Stock_2919,3680.22,China,Technology,Large Cap,Debt Free,-11.29,93.8
Stock_2920,428.75,India,Consumer Goods,Small Cap,Debt,-22.62,47.5
Stock_2921,1941.05,Japan,Consumer Goods,Small Cap,Debt,-20.84,-47.29
Stock_2922,4685.16,USA,Finance,Large Cap,Debt,0.71,5.55
Stock_2923,437.58,USA,Healthcare,Mid Cap,Debt Free,18.42,-34.56
Stock_2924,3943.63,USA,Consumer Goods,Mid Cap,Debt Free,34.14,8.03
Stock_2925,730.82,China,Technology,Small Cap,Debt Free,32.26,17.24
Stock_2926,238.23,India,Consumer Goods,Small Cap,Debt,19.98,22.9
Stock_2927,874.71,Japan,Energy,Mid Cap,Debt,49.31,-2.46
Stock_2928,3342.96,USA,Energy,Large Cap,Debt,-0.53,-44.15
Stock_2929,3860.89,Japan,Finance,Mid Cap,Debt Free,2.98,-15.35
Stock_2930,3531.74,India,Consumer Goods,Mid Cap,Debt,22.72,-12.93
Stock_2931,3910.39,USA,Consumer Goods,Large Cap,Debt Free,23.04,-13.32
Stock_2932,1641.43,China,Finance,Large Cap,Debt,6.24,67.3
Stock_2933,2241.86,Japan,Technology,Mid Cap,Debt,14.11,-14.69
Stock_2934,465.28,India,Energy,Large Cap,Debt Free,17.09,35.99
Stock_2935,259.81,Japan,Consumer Goods,Mid Cap,Debt,9.75,86.57
Stock_2936,1589.18,India,Technology,Mid Cap,Debt,-19.04,-43.1
Stock_2937,4511.6,Japan,Finance,Small Cap,Debt,36.63,-6.41
Stock_2938,709.52,India,Energy,Mid Cap,Debt,10.74,-26.11
Stock_2939,1181.8,USA,Technology,Small Cap,Debt,3.61,51.42
Stock_2940,337.96,Japan,Technology,Mid Cap,Debt,31.63,25.56
Stock_2941,4513.7,China,Energy,Mid Cap,Debt Free,-19.84,-24.14
Stock_2942,3042.1,India,Consumer Goods,Small Cap,Debt,-2.93,15.94
Stock_2943,365.22,India,Consumer Goods,Small Cap,Debt,28.3,56.83
